"Indicator","PUBLISH STATES","Year","WHO region","World Bank income group","Country","Sex","Display Value","Numeric","Low","High","Comments"
"Healthy life expectancy (HALE) at birth (years)","Published","2012","Western Pacific","Upper-middle-income","Tuvalu","Female","60","60.00000","","",""
"Healthy life expectancy (HALE) at birth (years)","Published","2012","Western Pacific","Upper-middle-income","Tuvalu","Both sexes","58","58.00000","","",""
"Healthy life expectancy (HALE) at birth (years)","Published","2012","Africa","Low-income","United Republic of Tanzania","Female","53","53.00000","","",""
"Healthy life expectancy (HALE) at birth (years)","Published","2000","Africa","Low-income","Uganda","Male","38","38.00000","","",""
"Healthy life expectancy (HALE) at birth (years)","Published","2012","Europe","Lower-middle-income","Ukraine","Male","59","59.00000","","",""
"Healthy life expectancy (HALE) at birth (years)","Published","2000","Europe","Low-income","Uzbekistan","Both sexes","58","58.00000","","",""
"Healthy life expectancy (HALE) at birth (years)","Published","2000","Americas","Upper-middle-income","Saint Vincent and the Grenadines","Female","63","63.00000","","",""
"Healthy life expectancy (HALE) at birth (years)","Published","2012","Americas","Upper-middle-income","Venezuela (Bolivarian Republic of)","Female","69","69.00000","","",""
"Healthy life expectancy (HALE) at birth (years)","Published","2000","Western Pacific","Low-income","Viet Nam","Male","60","60.00000","","",""
"Healthy life expectancy (HALE) at birth (years)","Published","2000","Western Pacific","Lower-middle-income","Vanuatu","Both sexes","59","59.00000","","",""
"Healthy life expectancy (HALE) at birth (years)","Published","2000","Western Pacific","Lower-middle-income","Samoa","Both sexes","61","61.00000","","",""
"Healthy life expectancy (HALE) at birth (years)","Published","2012","Western Pacific","Lower-middle-income","Samoa","Both sexes","64","64.00000","","",""
"Healthy life expectancy (HALE) at birth (years)","Published","2012","Africa","Low-income","Zambia","Male","48","48.00000","","",""
"Healthy life expectancy (HALE) at birth (years)","Published","2012","Africa","Low-income","Zimbabwe","Male","48","48.00000","","",""
"Life expectancy at age 60 (years)","Published","1990","Western Pacific","Lower-middle-income","Mongolia","Male","14","14.00000","","",""
"Life expectancy at birth (years)","Published","1990","Africa","Lower-middle-income","Nigeria","Both sexes","46","46.00000","","",""
"Life expectancy at age 60 (years)","Published","1990","Africa","Lower-middle-income","Nigeria","Male","14","14.00000","","",""
"Life expectancy at age 60 (years)","Published","2000","Africa","Lower-middle-income","Nigeria","Both sexes","15","15.00000","","",""
"Life expectancy at birth (years)","Published","2012","Americas","Lower-middle-income","Nicaragua","Female","76","76.00000","","",""
"Life expectancy at birth (years)","Published","1990","Americas","Lower-middle-income","Nicaragua","Both sexes","71","71.00000","","",""
"Life expectancy at birth (years)","Published","2000","Americas","Lower-middle-income","Nicaragua","Both sexes","73","73.00000","","",""
"Life expectancy at birth (years)","Published","2012","Eastern Mediterranean","Lower-middle-income","Pakistan","Male","64","64.00000","","",""
"Life expectancy at age 60 (years)","Published","2012","Eastern Mediterranean","Lower-middle-income","Pakistan","Male","17","17.00000","","",""
"Life expectancy at birth (years)","Published","2000","Western Pacific","Lower-middle-income","Philippines","Male","66","66.00000","","",""
"Life expectancy at age 60 (years)","Published","1990","Western Pacific","Lower-middle-income","Philippines","Male","17","17.00000","","",""
"Life expectancy at age 60 (years)","Published","2000","Western Pacific","Lower-middle-income","Philippines","Male","17","17.00000","","",""
"Life expectancy at birth (years)","Published","2000","Western Pacific","Lower-middle-income","Papua New Guinea","Male","56","56.00000","","",""
"Life expectancy at age 60 (years)","Published","1990","Western Pacific","Lower-middle-income","Papua New Guinea","Male","12","12.00000","","",""
"Life expectancy at age 60 (years)","Published","2012","Western Pacific","Lower-middle-income","Papua New Guinea","Both sexes","15","15.00000","","",""
"Life expectancy at birth (years)","Published","2012","Americas","Lower-middle-income","Paraguay","Female","78","78.00000","","",""
"Life expectancy at age 60 (years)","Published","2012","Americas","Lower-middle-income","Paraguay","Female","23","23.00000","","",""
"Life expectancy at age 60 (years)","Published","2000","Americas","Lower-middle-income","Paraguay","Both sexes","21","21.00000","","",""
"Life expectancy at birth (years)","Published","2000","Western Pacific","Lower-middle-income","Solomon Islands","Male","64","64.00000","","",""
"Life expectancy at birth (years)","Published","2012","Western Pacific","Lower-middle-income","Solomon Islands","Male","67","67.00000","","",""
"Life expectancy at birth (years)","Published","1990","Western Pacific","Lower-middle-income","Solomon Islands","Female","63","63.00000","","",""
"Life expectancy at age 60 (years)","Published","1990","Western Pacific","Lower-middle-income","Solomon Islands","Female","16","16.00000","","",""
"Life expectancy at birth (years)","Published","2012","Americas","Lower-middle-income","El Salvador","Male","68","68.00000","","",""
"Life expectancy at birth (years)","Published","2000","Americas","Lower-middle-income","El Salvador","Both sexes","70","70.00000","","",""
"Life expectancy at birth (years)","Published","1990","Africa","Lower-middle-income","Sao Tome and Principe","Male","59","59.00000","","",""
"Life expectancy at age 60 (years)","Published","1990","Africa","Lower-middle-income","Sao Tome and Principe","Male","17","17.00000","","",""
"Life expectancy at age 60 (years)","Published","1990","Africa","Lower-middle-income","Sao Tome and Principe","Both sexes","17","17.00000","","",""
"Life expectancy at birth (years)","Published","2012","Africa","Lower-middle-income","Swaziland","Female","55","55.00000","","",""
"Life expectancy at age 60 (years)","Published","1990","Africa","Lower-middle-income","Swaziland","Female","15","15.00000","","",""
"Life expectancy at birth (years)","Published","2000","Eastern Mediterranean","Lower-middle-income","Syrian Arab Republic","Male","72","72.00000","","",""
"Life expectancy at birth (years)","Published","2000","Eastern Mediterranean","Lower-middle-income","Syrian Arab Republic","Female","75","75.00000","","",""
"Life expectancy at age 60 (years)","Published","1990","Eastern Mediterranean","Lower-middle-income","Syrian Arab Republic","Female","18","18.00000","","",""
"Life expectancy at age 60 (years)","Published","2000","Eastern Mediterranean","Lower-middle-income","Syrian Arab Republic","Female","20","20.00000","","",""
"Life expectancy at birth (years)","Published","1990","South-East Asia","Lower-middle-income","Thailand","Male","66","66.00000","","",""
"Life expectancy at birth (years)","Published","2012","South-East Asia","Lower-middle-income","Thailand","Male","71","71.00000","","",""
"Life expectancy at birth (years)","Published","1990","South-East Asia","Lower-middle-income","Thailand","Female","72","72.00000","","",""
"Life expectancy at birth (years)","Published","1990","Europe","Lower-middle-income","Turkmenistan","Both sexes","62","62.00000","","",""
"Life expectancy at age 60 (years)","Published","1990","Europe","Lower-middle-income","Turkmenistan","Male","14","14.00000","","",""
"Life expectancy at age 60 (years)","Published","2000","Europe","Lower-middle-income","Turkmenistan","Both sexes","15","15.00000","","",""
"Life expectancy at birth (years)","Published","2012","South-East Asia","Lower-middle-income","Timor-Leste","Female","68","68.00000","","",""
"Life expectancy at birth (years)","Published","1990","South-East Asia","Lower-middle-income","Timor-Leste","Both sexes","50","50.00000","","",""
"Life expectancy at birth (years)","Published","2000","South-East Asia","Lower-middle-income","Timor-Leste","Both sexes","59","59.00000","","",""
"Life expectancy at age 60 (years)","Published","1990","South-East Asia","Lower-middle-income","Timor-Leste","Female","15","15.00000","","",""
"Life expectancy at birth (years)","Published","2012","Western Pacific","Lower-middle-income","Tonga","Male","74","74.00000","","",""
"Life expectancy at birth (years)","Published","2000","Western Pacific","Lower-middle-income","Tonga","Female","71","71.00000","","",""
"Life expectancy at birth (years)","Published","2012","Western Pacific","Lower-middle-income","Tonga","Female","69","69.00000","","",""
"Life expectancy at age 60 (years)","Published","2000","Western Pacific","Lower-middle-income","Tonga","Male","16","16.00000","","",""
"Life expectancy at birth (years)","Published","2012","Eastern Mediterranean","Lower-middle-income","Tunisia","Male","74","74.00000","","",""
"Life expectancy at age 60 (years)","Published","2012","Eastern Mediterranean","Lower-middle-income","Tunisia","Male","19","19.00000","","",""
"Life expectancy at age 60 (years)","Published","2012","Eastern Mediterranean","Lower-middle-income","Tunisia","Both sexes","21","21.00000","","",""
"Life expectancy at birth (years)","Published","1990","Europe","Lower-middle-income","Ukraine","Male","65","65.00000","","",""
"Life expectancy at age 60 (years)","Published","2000","Europe","Lower-middle-income","Ukraine","Male","14","14.00000","","",""
"Life expectancy at age 60 (years)","Published","1990","Europe","Lower-middle-income","Ukraine","Both sexes","18","18.00000","","",""
"Life expectancy at age 60 (years)","Published","2000","Europe","Lower-middle-income","Ukraine","Both sexes","17","17.00000","","",""
"Life expectancy at birth (years)","Published","1990","Western Pacific","Lower-middle-income","Vanuatu","Male","64","64.00000","","",""
"Life expectancy at birth (years)","Published","2012","Western Pacific","Lower-middle-income","Vanuatu","Female","74","74.00000","","",""
"Life expectancy at birth (years)","Published","2012","Western Pacific","Lower-middle-income","Vanuatu","Both sexes","72","72.00000","","",""
"Life expectancy at age 60 (years)","Published","2000","Western Pacific","Lower-middle-income","Vanuatu","Female","18","18.00000","","",""
"Life expectancy at age 60 (years)","Published","2012","Western Pacific","Lower-middle-income","Vanuatu","Female","19","19.00000","","",""
"Life expectancy at age 60 (years)","Published","2000","Western Pacific","Lower-middle-income","Vanuatu","Both sexes","17","17.00000","","",""
"Life expectancy at age 60 (years)","Published","2012","Western Pacific","Lower-middle-income","Samoa","Male","16","16.00000","","",""
"Life expectancy at birth (years)","Published","1990","Americas","Upper-middle-income","Argentina","Male","69","69.00000","","",""
"Life expectancy at birth (years)","Published","2012","Americas","Upper-middle-income","Argentina","Male","73","73.00000","","",""
"Life expectancy at birth (years)","Published","2000","Americas","Upper-middle-income","Argentina","Both sexes","75","75.00000","","",""
"Life expectancy at birth (years)","Published","2012","Americas","Upper-middle-income","Argentina","Both sexes","76","76.00000","","",""
"Life expectancy at birth (years)","Published","1990","Europe","Upper-middle-income","Bulgaria","Male","68","68.00000","","",""
"Life expectancy at birth (years)","Published","2012","Europe","Upper-middle-income","Bulgaria","Both sexes","74","74.00000","","",""
"Life expectancy at age 60 (years)","Published","1990","Europe","Upper-middle-income","Bulgaria","Both sexes","18","18.00000","","",""
"Life expectancy at age 60 (years)","Published","2000","Europe","Upper-middle-income","Bulgaria","Both sexes","18","18.00000","","",""
